crashid,cartodbid,on_street_name,cross_street_name,date_time,latitude,longitude,borough,zip_code,socrata_id,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrian_injured,number_of_pedestrian_killed,number_of_persons_injured,number_of_persons_killed,contributing_factors,vehicle_types
618,2700169,TRANSVERSE ROAD NUMBER ONE,,2019-11-25 19:54:00+00,40.769764,-73.97455,Manhattan,10000,4247499,1,0,0,0,0,0,1,0,"Passing Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
619,2700162,CLEARVIEW EXPRESSWAY,,2019-11-25 14:45:00+00,40.752598,-73.77564,Queens,,4247507,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
620,2700177,WEXFORD TERRACE,,2019-11-25 17:50:00+00,40.715576,-73.776146,Queens,,4248042,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
621,2700188,OCEAN AVENUE,,2019-11-25 10:15:00+00,40.606346,-73.95273,Brooklyn,11229,4247280,0,0,2,0,0,0,2,0,"Following Too Closely,Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Carry All,Bus"
622,2700208,LONG ISLAND EXPRESSWAY,,2019-11-25 06:30:00+00,40.730366,-73.91388,Queens,,4247298,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Box Truck,Sedan"
623,2700200,NEW YORK AVENUE,,2019-11-25 11:47:00+00,40.6491,-73.94649,Brooklyn,11203,4247498,0,0,2,0,0,0,2,0,"Unspecified,Unspecified,Unspecified","Bus,Station Wagon/Sport Utility Vehicle"
624,2700209,170 STREET,,2019-11-25 14:00:00+00,40.72353,-73.79848,Queens,11366,4248051,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
625,2700210,FOREST AVENUE,,2019-11-25 01:40:00+00,40.62689,-74.12667,Staten Island,10310,4248302,0,0,3,0,0,0,3,0,"Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified","Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan"
626,2700213,REID AVENUE,,2019-11-25 08:35:00+00,40.688564,-73.93019,Brooklyn,11221,4247636,0,0,1,0,0,0,1,0,"Aggressive Driving/Road Rage,Unspecified,Unspecified","Sedan,Concrete Mixer,Sedan"
627,2700225,BROOKLYN QUEENS EXPRESSWAY,,2019-11-25 02:50:00+00,40.718857,-73.946236,Brooklyn,,4247144,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Tractor Truck Diesel"
628,2700226,SUNSET AVENUE,,2019-11-25 08:11:00+00,40.60151,-74.134995,Staten Island,,4247739,0,0,0,0,1,0,1,0,Glare,Station Wagon/Sport Utility Vehicle
629,2700244,PROSPECT EXPRESSWAY,,2019-11-25 11:00:00+00,,,,11218,4247760,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Bus,Armored Truck"
630,2700239,KINGS HIGHWAY,,2019-11-25 07:55:00+00,40.64664,-73.9246,Brooklyn,11203,4247497,0,0,1,0,0,0,1,0,"Traffic Control Disregarded,Unspecified,Unspecified","Sedan,Sedan,Sedan"
631,2700240,56 STREET,,2019-11-25 18:45:00+00,40.64311,-74.016075,Brooklyn,11220,4247751,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
632,2700243,30 AVENUE,,2019-11-25 16:00:00+00,40.769886,-73.92781,Queens,11102,4248468,0,0,1,0,0,0,1,0,"Turning Improperly,Unspecified","Sedan,Convertible"
633,2700254,STILLWELL AVENUE,,2019-11-25 07:30:00+00,40.59793,-73.9855,Brooklyn,,4247522,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Sedan
634,2700255,WILLOUGHBY AVENUE,,2019-11-25 22:13:00+00,40.692303,-73.96191,Brooklyn,11205,4247643,0,0,1,0,0,0,1,0,Driver Inattention/Distraction,Sedan
635,2700268,RODMANS NECK ROAD,,2019-11-25 15:15:00+00,,,,,4247821,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
636,2700258,HILLSIDE AVENUE,,2019-11-25 09:00:00+00,40.724693,-73.7541,Queens,11427,4247270,0,0,1,0,0,0,1,0,"Turning Improperly,Turning Improperly","Pick-up Truck,Sedan"
637,2700263,103 AVENUE,,2019-11-25 07:05:00+00,40.68884,-73.8219,Queens,11419,4247762,0,0,0,0,1,0,1,0,Unspecified,Sedan
638,2700266,,89-70     162 STREET,2019-11-25 13:50:00+00,40.70628,-73.79891,Queens,11432,4247388,0,0,1,0,0,0,1,0,"Other Vehicular,Following Too Closely","Sedan,Sedan"
639,2700276,GRAND CENTRAL PKWY,,2019-11-25 18:30:00+00,40.741447,-73.84603,Queens,,4247585,0,0,3,0,0,0,3,0,"Driver Inattention/Distraction,Unspecified","Sedan,Pick-up Truck"
640,2700288,BRUCKNER EXPRESSWAY,,2019-11-25 10:40:00+00,,,,,4247654,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
641,2700300,EAST 165 STREET,,2019-11-25 08:30:00+00,40.830914,-73.92047,Bronx,,4247227,0,0,4,0,0,0,4,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
642,2700282,,131       WEST 21 STREET,2019-11-25 14:15:00+00,40.742058,-73.994774,Manhattan,10011,4248413,1,0,0,0,0,0,1,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
643,2700297,BUSHWICK AVENUE,,2019-11-25 19:11:00+00,40.691353,-73.92142,Brooklyn,11221,4247595,1,0,0,0,0,0,1,0,Other Vehicular,Bike
644,2700318,,205-20    JAMAICA AVENUE,2019-11-25 12:30:00+00,40.71368,-73.7548,Queens,11423,4247404,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
645,2700310,,1264      DRUMGOOLE ROAD EAST,2019-11-25 13:01:00+00,40.533855,-74.19479,Staten Island,10312,4248692,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan"
646,2700313,GOWANUS EXPY (BQE),,2019-11-25 08:50:00+00,40.671585,-73.99843,Brooklyn,,4248135,0,0,3,0,0,0,3,0,"Following Too Closely,Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
647,2700304,164 STREET,,2019-11-25 08:45:00+00,40.71025,-73.799866,Queens,11432,4248945,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
648,2700305,MAJOR DEEGAN EXPRESSWAY,,2019-11-25 16:53:00+00,40.806156,-73.9226,Bronx,,4249078,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Box Truck,Box Truck"
649,2700306,NATIONAL STREET,,2019-11-25 15:20:00+00,40.748802,-73.86309,Queens,,4247627,0,0,0,0,2,0,2,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle
650,2700316,BROOKLYN QUEENS EXPRESSWAY,,2019-11-25 05:55:00+00,40.634724,-74.01642,Brooklyn,,4247353,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Taxi"
651,2700337,PARK CIRCLE,,2019-11-25 07:35:00+00,,,,,4247172,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Pick-up Truck"
652,2700349,CROSS ISLAND PARKWAY,,2019-11-25 09:51:00+00,,,,,4247450,0,0,1,0,0,0,1,0,"Illnes,Unspecified","Station Wagon/Sport Utility Vehicle,Pick-up Truck"
653,2700367,NEW ENGLAND THRUWAY,,2019-11-25 20:06:00+00,,,,,4248007,0,0,1,0,0,0,1,0,"Unspecified,Unspecified,Unspecified","Sedan,Sedan,Sedan"
654,2700359,CROSS ISLAND PARKWAY,,2019-11-25 19:40:00+00,40.69078,-73.72728,Queens,,4247561,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Sedan,Station Wagon/Sport Utility Vehicle"
655,2700350,WHITE PLAINS ROAD,,2019-11-25 18:40:00+00,40.885693,-73.86165,Bronx,10467,4248006,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Motorbike"
656,2700356,,509       5 AVENUE,2019-11-25 09:00:00+00,40.75386,-73.980606,Manhattan,10017,4247166,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Box Truck,Sedan"
657,2700366,EAST 125 STREET,,2019-11-25 13:40:00+00,40.805737,-73.94065,Manhattan,,4248623,0,0,1,0,0,0,1,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified","3-Door,E-Bik"
658,2700357,150 STREET,,2019-11-25 17:45:00+00,40.794773,-73.816185,Queens,11357,4248359,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Sedan"
659,2700360,63 ROAD,,2019-11-25 17:00:00+00,40.731773,-73.85928,Queens,11374,4247511,1,0,0,0,0,0,1,0,"View Obstructed/Limited,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
660,2700378,,450       CLARKSON AVENUE,2019-11-25 08:23:00+00,40.655754,-73.94442,Brooklyn,11203,4247487,0,0,0,0,1,0,1,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle
661,2700383,4 AVENUE,,2019-11-25 16:00:00+00,40.669147,-73.98973,Brooklyn,11215,4247688,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
662,2700396,3 AVENUE,,2019-11-25 13:59:00+00,40.657818,-74.004196,Brooklyn,,4247789,0,0,1,0,0,0,1,0,"Passing or Lane Usage Improper,Unspecified","Sedan,Pick-up Truck"
663,2700404,WOODHAVEN BOULEVARD,,2019-11-25 18:30:00+00,40.733536,-73.87035,Queens,11373,4247682,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan"
664,2700433,BRONX WHITESTONE BRIDGE,,2019-11-25 08:06:00+00,,,,,4248327,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
665,2700429,CLAY AVENUE,,2019-11-25 07:45:00+00,40.826923,-73.913635,Bronx,10456,4247228,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
666,2700432,SOUTH 1 STREET,,2019-11-25 16:51:00+00,40.713345,-73.96017,Brooklyn,11211,4247567,0,0,2,0,0,0,2,0,"Traffic Control Disregarded,Driver Inexperience",Taxi
667,2700434,ORLOFF AVENUE,,2019-11-25 19:08:00+00,40.88453,-73.89218,Bronx,10463,4247887,0,0,0,0,1,0,1,0,Unspecified,Pick-up Truck
668,2700426,BRONX RIVER PARKWAY,,2019-11-25 17:38:00+00,40.847908,-73.87121,Bronx,,4247453,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
669,2700437,81 AVENUE,,2019-11-24 20:34:00+00,40.74003,-73.72412,Queens,11426,4246568,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
670,2700460,5 AVENUE,,2019-11-24 05:40:00+00,40.801342,-73.94598,Manhattan,10035,4246286,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
671,2700455,CYPRESS HILL STREET,,2019-11-24 18:02:00+00,40.68857,-73.8757,Brooklyn,11208,4246595,0,0,3,0,0,0,3,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Sedan,Sedan"
672,2700456,UTICA AVENUE,,2019-11-24 06:55:00+00,40.632847,-73.928375,Brooklyn,11234,4247063,0,0,0,0,1,0,1,0,Unspecified,Sedan
673,2700486,SEDGWICK AVENUE,,2019-11-24 01:20:00+00,,,,,4247881,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,
674,2700472,2 AVENUE,,2019-11-24 20:15:00+00,40.759983,-73.964806,Manhattan,10022,4248152,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Taxi,Bike"
675,2700474,EAST 233 STREET,,2019-11-24 08:30:00+00,40.895374,-73.86356,Bronx,10470,4247004,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Tractor Truck Diesel"
676,2700487,SCHOLES STREET,,2019-11-24 06:40:00+00,40.7096,-73.93488,Brooklyn,11206,4246888,0,0,1,0,0,0,1,0,"Unsafe Speed,Traffic Control Disregarded","Sedan,Sedan"
677,2700489,NORTHERN BOULEVARD,,2019-11-24 04:30:00+00,40.757725,-73.779274,Queens,11361,4246119,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
678,2700504,VANWYCK EXPRESSWAY,,2019-11-24 05:05:00+00,,,,,4246327,0,0,1,0,0,0,1,0,"Turning Improperly,Unspecified","Sedan,Sedan"
679,2700502,JAMAICA AVENUE,,2019-11-24 03:20:00+00,40.677887,-73.89796,Brooklyn,11207,4246388,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Bike"
680,2700514,CRESCENT STREET,,2019-11-24 15:11:00+00,40.750965,-73.94027,Queens,,4246754,0,0,1,0,0,0,1,0,"Passenger Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
681,2700515,ROYCE PLACE,,2019-11-24 16:48:00+00,40.62397,-73.91083,Brooklyn,,4247048,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
682,2700507,MURDOCK AVENUE,,2019-11-24 04:25:00+00,40.70316,-73.73232,Queens,11429,4246357,0,0,2,0,0,0,2,0,"Pavement Slippery,Unspecified","Sedan,Sedan"
683,2700508,SNEDIKER AVENUE,,2019-11-24 17:06:00+00,40.65945,-73.89847,Brooklyn,11207,4246599,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
684,2700513,,2424      WHITE PLAINS ROAD,2019-11-24 22:45:00+00,40.861946,-73.86746,Bronx,10467,4246797,0,0,1,0,0,0,1,0,"Glare,Unspecified,Unspecified,Unspecified","Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle"
685,2700518,,572       WILLOUGHBY AVENUE,2019-11-24 11:55:00+00,40.69414,-73.94677,Brooklyn,11206,4247661,0,0,1,0,0,0,1,0,"Aggressive Driving/Road Rage,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan,Sedan"
686,2700520,TROY AVENUE,,2019-11-24 00:09:00+00,40.66813,-73.93675,Brooklyn,11213,4246158,0,0,4,0,0,0,4,0,"Pavement Slippery,Following Too Closely,Unspecified,Unspecified,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
687,2700530,223 STREET,,2019-11-24 20:40:00+00,40.704685,-73.73419,Queens,11429,4246563,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
688,2700535,JUNCTION BOULEVARD,,2019-11-24 04:19:00+00,40.755028,-73.872696,Queens,11372,4246987,0,0,2,0,0,0,2,0,"Driver Inexperience,Unspecified",Taxi
689,2700542,MAJOR DEEGAN EXPRESSWAY,,2019-11-24 05:50:00+00,40.849167,-73.92393,Bronx,,4246242,0,0,2,0,0,0,2,0,Unspecified,Sedan
690,2700564,FLATBUSH AVENUE,,2019-11-24 05:40:00+00,40.66169,-73.96143,Brooklyn,11225,4247553,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
691,2700555,,3461      AMBOY ROAD,2019-11-24 13:43:00+00,40.5572,-74.1386,Staten Island,10306,4246409,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Sedan"
692,2700582,MAIN STREET,,2019-11-24 20:40:00+00,40.75896,-73.82985,Queens,11354,4246722,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
693,2700584,7 AVENUE,,2019-11-24 12:36:00+00,40.805782,-73.95066,Manhattan,10027,4248905,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
694,2700589,FOUNTAIN AVENUE,,2019-11-24 08:30:00+00,40.666595,-73.87176,Brooklyn,11208,4246370,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
695,2700590,DYCKMAN STREET,,2019-11-24 03:35:00+00,40.85894,-73.922935,Manhattan,10034,4247725,0,0,1,0,0,0,1,0,Pavement Slippery,Taxi
696,2700602,UNION STREET,,2019-11-24 12:10:00+00,40.75858,-73.82562,Queens,,4246694,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Sedan
697,2700593,HENRY HUDSON PARKWAY,,2019-11-24 02:44:00+00,40.843246,-73.94505,Manhattan,,4246607,0,0,3,0,0,0,3,0,Unspecified,Sedan
698,2700598,BUSSING AVENUE,,2019-11-24 14:00:00+00,40.894207,-73.848946,Bronx,10466,4246997,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
699,2700600,,56-47     WALDRON STREET,2019-11-24 02:30:00+00,40.7402,-73.855675,Queens,11368,4247162,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
700,2700628,BROADWAY,,2019-11-24 15:00:00+00,40.635395,-74.11739,Staten Island,10310,4248309,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Sedan"
701,2700630,210 STREET,,2019-11-24 12:37:00+00,40.7728,-73.77887,Queens,11361,4246670,0,0,1,0,0,0,1,0,Pavement Slippery,Sedan
702,2700622,WEST TREMONT AVENUE,,2019-11-24 00:40:00+00,40.851654,-73.91566,Bronx,,4246280,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,E-Sco"
703,2700632,WEST 230 STREET,,2019-11-24 18:02:00+00,40.877068,-73.906105,Bronx,,4247885,0,0,1,0,0,0,1,0,Unspecified,Taxi
704,2700613,VAN WYCK EXPWY,,2019-11-24 08:04:00+00,40.666386,-73.80178,Queens,,4246521,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
705,2700615,JACKSON AVENUE,,2019-11-24 02:15:00+00,40.748924,-73.937386,Queens,11101,4246186,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
706,2700625,JACKIE ROBINSON PKWY,,2019-11-24 17:30:00+00,40.68064,-73.89672,Brooklyn,,4246602,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Sedan,Sedan"
707,2700623,MAJOR DEEGAN EXPRESSWAY,,2019-11-24 06:09:00+00,40.8854,-73.89723,Bronx,,4246457,0,0,1,0,0,0,1,0,"Driverless/Runaway Vehicle,Unspecified","Taxi,Sedan"
708,2700639,VERRAZANO BRIDGE UPPER,,2019-11-24 18:50:00+00,,,,,4247355,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Sedan,Motorized Home"
709,2700647,BROOKLYN QUEENS EXPRESSWAY RAMP,,2019-11-24 14:20:00+00,,,,,4247123,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
710,2700652,OGDEN AVENUE,,2019-11-24 19:47:00+00,40.83852,-73.92619,Bronx,,4246709,0,0,2,0,0,0,2,0,"Reaction to Uninvolved Vehicle,Driver Inexperience","Taxi,Sedan"
711,2700643,212 STREET,,2019-11-24 00:25:00+00,40.702957,-73.74332,Queens,11411,4246355,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Alcohol Involvement,Unspecified,Unspecified","Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan"
712,2700656,,147-01    HILLSIDE AVENUE,2019-11-24 19:00:00+00,40.705784,-73.80959,Queens,11435,4246533,0,0,1,0,0,0,1,0,"Unsafe Lane Changing,Unsafe Lane Changing","Station Wagon/Sport Utility Vehicle,Sedan"
713,2700637,,385       GERARD AVENUE,2019-11-24 13:45:00+00,40.816433,-73.93025,Bronx,10451,4249081,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle"
714,2700662,BEDFORD AVENUE,,2019-11-24 00:45:00+00,40.699707,-73.95718,Brooklyn,11206,4247037,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,E-Bik"
715,2700674,MATILDA AVENUE,,2019-11-24 08:42:00+00,40.899185,-73.8562,Bronx,10470,4247005,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
716,2700667,,2524      VOORHIES AVENUE,2019-11-24 11:45:00+00,40.58681,-73.94385,Brooklyn,11235,4247149,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
717,2700680,,117-24    LINCOLN STREET,2019-11-24 05:10:00+00,40.67621,-73.80752,Queens,11420,4246889,0,0,2,0,0,0,2,0,"Passing or Lane Usage Improper,Unspecified,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
718,2700694,WEST FORDHAM ROAD,,2019-11-24 15:30:00+00,40.862747,-73.90494,Bronx,10468,4246885,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Sedan
719,2700704,69 STREET,,2019-11-24 12:45:00+00,40.725918,-73.89535,Queens,11378,4246395,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
720,2700685,HENDERSON AVENUE,,2019-11-24 07:00:00+00,40.637527,-74.1128,Staten Island,10310,4248308,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Sedan"
721,2700697,BROOKVILLE BOULEVARD,,2019-11-24 00:55:00+00,40.653313,-73.74646,Queens,11422,4246356,0,0,1,0,0,0,1,0,"Unspecified,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
722,2700730,FOREST PARK DRIVE,,2019-11-24 17:30:00+00,,,,,4246922,0,0,3,0,0,0,3,0,"Driver Inattention/Distraction,Unspecified","Sedan,Taxi"
723,2700710,TILDEN AVENUE,,2019-11-24 18:15:00+00,40.648243,-73.929,Brooklyn,11203,4247470,0,0,3,0,0,0,3,0,"Unspecified,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
724,2700717,BELT PARKWAY,,2019-11-24 00:23:00+00,40.582977,-73.98042,Brooklyn,,4246910,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
725,2700727,ASTORIA BOULEVARD,,2019-11-24 14:40:00+00,40.77226,-73.92591,Queens,11102,4246751,0,0,0,0,1,0,1,0,Unspecified,Sedan
726,2700718,CLEVELAND PLACE,,2019-11-24 06:01:00+00,40.721447,-73.997406,Manhattan,10012,4246377,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
727,2700720,WEST 212 STREET,,2019-11-24 03:45:00+00,40.86848,-73.918564,Manhattan,10034,4246661,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,
728,2700751,WEST 28 STREET,,2019-11-24 03:00:00+00,,,,10001,4246195,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Sedan,Pick-up Truck"
729,2700752,BRONX WHITESTONE BRIDGE,,2019-11-24 04:13:00+00,,,,,4246726,0,0,1,0,0,0,1,0,"Unsafe Speed,Unspecified","Sedan,Sedan"
730,2700750,GRAND CENTRAL PKWY,,2019-11-24 18:50:00+00,40.769318,-73.8666,Queens,,4246983,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified,Unspecified","Sedan,Sedan,Sedan"
731,2700735,WHITESTONE EXPRESSWAY,,2019-11-24 01:00:00+00,40.793217,-73.824005,Queens,,4246067,0,0,1,0,0,0,1,0,"Pavement Slippery,Pavement Slippery","Sedan,Tractor Truck Diesel"
732,2700746,85 ROAD,,2019-11-24 18:33:00+00,40.695473,-73.858055,Queens,11421,4248234,0,0,3,0,0,0,3,0,"Alcohol Involvement,Unspecified,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle"
733,2700747,,4160      BRONX BOULEVARD,2019-11-24 20:47:00+00,40.893333,-73.861786,Bronx,10466,4247113,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
734,2700762,UTICA AVENUE,,2019-11-24 19:45:00+00,40.65661,-73.93091,Brooklyn,11203,4247480,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
735,2700768,MAJOR DEEGAN EXPRESSWAY,,2019-11-24 10:00:00+00,40.880547,-73.902016,Bronx,,4246472,0,0,1,0,0,0,1,0,Turning Improperly,Sedan
736,2700769,COZINE AVENUE,,2019-11-24 12:15:00+00,40.660797,-73.87183,Brooklyn,,4246384,0,0,5,0,0,0,5,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
737,2700790,ATLANTIC AVENUE,,2019-11-24 19:31:00+00,40.69024,-73.99437,Brooklyn,11201,4247120,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified",Bike
738,2700786,,1224      SAINT NICHOLAS AVENUE,2019-11-24 19:17:00+00,40.84309,-73.93828,Manhattan,10032,4246604,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Station Wagon/Sport Utility Vehicle,Bike"
739,2700778,GOWANUS RAMP,,2019-11-24 21:25:00+00,40.673107,-73.99959,Brooklyn,,4248160,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Following Too Closely","Station Wagon/Sport Utility Vehicle,Concrete Mixer"
740,2700788,MAJOR DEEGAN EXPRESSWAY,,2019-11-24 15:02:00+00,40.876503,-73.904564,Bronx,10463,4246469,0,0,3,0,0,0,3,0,"Following Too Closely,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
741,2700810,80 STREET,,2019-11-24 14:00:00+00,40.70608,-73.86882,Queens,11385,4246394,0,0,2,0,0,0,2,0,"Driver Inexperience,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
742,2700832,DITMAS AVENUE,,2019-11-24 14:30:00+00,40.635876,-73.975044,Brooklyn,11218,4247757,0,0,2,0,0,0,2,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
